,CVE_ID,Overview,CVSS_V3,CVSS_V2,References,vulnerable_software_versions,CWE
24,CVE-2019-11205,"The web server component of TIBCO Software Inc.'s TIBCO Spotfire Analytics Platform for AWS Marketplace, and TIBCO Spotfire Server contains vulnerabilities that theoretically allow reflected cross-site scripting (XSS) attacks. Affected releases are TIBCO Software Inc.'s TIBCO Spotfire Analytics Platform for AWS Marketplace: 7.14.0; 7.14.1; 10.0.0; 10.0.1; 10.1.0; 10.2.0, and TIBCO Spotfire Server: 7.14.0; 10.0.0; 10.0.1; 10.1.0; 10.2.0.",6.1,4.3,http://www.securityfocus.com/bid/108384|http://www.tibco.com/services/support/advisories|https://www.tibco.com/support/advisories/2019/05/tibco-security-advisory-may-14-2019-tibco-spotfire-server-2019-11205,cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:7.14.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:7.14.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:10.0.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:10.0.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:10.1.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:10.2.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.14.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.0.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.0.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.1.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.2.0:*:*:*:*:*:*:*,CWE-79
25,CVE-2018-5430,"The Spring web flows of TIBCO Software Inc.'s TIBCO JasperReports Server, TIBCO JasperReports Server Community Edition, TIBCO JasperReports Server for ActiveMatrix BPM, TIBCO Jaspersoft for AWS with Multi-Tenancy, and TIBCO Jaspersoft Reporting and Analytics for AWS contain a vulnerability which may allow any authenticated user read-only access to the contents of the web application, including key configuration files. Affected releases include TIBCO Software Inc.'s TIBCO JasperReports Server: versions up to and including 6.2.4; 6.3.0; 6.3.2; 6.3.3;6.4.0; 6.4.2, TIBCO JasperReports Server Community Edition: versions up to and including 6.4.2, TIBCO JasperReports Server for ActiveMatrix BPM: versions up to and including 6.4.2, TIBCO Jaspersoft for AWS with Multi-Tenancy: versions up to and including 6.4.2, TIBCO Jaspersoft Reporting and Analytics for AWS: versions up to and including 6.4.2.",8.8,4.0,https://rhinosecuritylabs.com/application-security/authenticated-file-read-vulnerability-in-jasperreports/|https://www.exploit-db.com/exploits/44623/|https://www.tibco.com/support/advisories/2018/04/tibco-security-advisory-april-17-2018-tibco-jasperreports-2018-5430,cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.3.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.3.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.3.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:activematrix_bpm:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:community:*:*:*|cpe:2.3:a:tibco:jaspersoft:*:*:*:*:*:aws_with_multi-tenancy:*:*|cpe:2.3:a:tibco:jaspersoft_reporting_and_analytics:*:*:*:*:*:aws:*:*,CWE-22
26,CVE-2018-16522,Amazon Web Services (AWS) FreeRTOS through 1.3.1 has an uninitialized pointer free in SOCKETS_SetSockOpt.,8.1,6.8,https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-details/|https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-put-wide-range-devices-risk-compromise-smart-homes-critical-infrastructure-systems/|https://github.com/aws/amazon-freertos/blob/v1.3.2/CHANGELOG.md,cpe:2.3:a:amazon:amazon_web_services_freertos:*:*:*:*:*:*:*:*,CWE-416
27,CVE-2020-0815,"An elevation of privilege vulnerability exists when Azure DevOps Server and Team Foundation Services improperly handle pipeline job tokens, aka 'Azure DevOps Server and Team Foundation Services Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0758.",7.5,6.0,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0815,cpe:2.3:o:microsoft:azure_devops_server:2019:1.1:*:*:*:*:*:*,CWE-269
28,CVE-2020-2166,"Jenkins Pipeline: AWS Steps Plugin 1.40 and earlier does not configure its YAML parser to prevent the instantiation of arbitrary types, resulting in a remote code execution vulnerability.",8.8,6.5,http://www.openwall.com/lists/oss-security/2020/03/25/2|https://jenkins.io/security/advisory/2020-03-25/#SECURITY-1741,cpe:2.3:a:jenkins:pipeline\:_aws_steps:*:*:*:*:*:jenkins:*:*,CWE-20
29,CVE-2018-18814,"The TIBCO Spotfire authentication component of TIBCO Software Inc.'s TIBCO Spotfire Analytics Platform for AWS Marketplace, and TIBCO Spotfire Server contains a vulnerability in the handling of the authentication that theoretically may allow an attacker to gain full access to a target account, independent of configured authentication mechanisms. Affected releases are TIBCO Software Inc. TIBCO Spotfire Analytics Platform for AWS Marketplace: versions up to and including 10.0.0, and TIBCO Spotfire Server: versions up to and including 7.10.1; 7.11.0; 7.11.1; 7.12.0; 7.13.0; 7.14.0.",9.8,7.5,http://www.securityfocus.com/bid/106635|http://www.tibco.com/services/support/advisories|https://www.tibco.com/support/advisories/2019/01/tibco-security-advisory-january-16-2019-tibco-spotfire-2018-18814,cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.11.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.11.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.12.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.13.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.14.0:*:*:*:*:*:*:*,CWE-287
30,CVE-2018-1000404,"Jenkins project Jenkins AWS CodeBuild Plugin version 0.26 and earlier contains a Insufficiently Protected Credentials vulnerability in AWSClientFactory.java, CodeBuilder.java that can result in Credentials Disclosure. This attack appear to be exploitable via local file access. This vulnerability appears to have been fixed in 0.27 and later.",7.8,2.1,https://jenkins.io/security/advisory/2018-06-25/#SECURITY-834,cpe:2.3:a:jenkins:aws_codebuild:*:*:*:*:*:jenkins:*:*,CWE-522
31,CVE-2019-0870,"A Cross-site Scripting (XSS) vulnerability exists when Azure DevOps Server and Team Foundation Server do not properly sanitize user provided input, aka 'Azure DevOps Server and Team Foundation Server Cross-site Scripting Vulnerability'. This CVE ID is unique from CVE-2019-0866, CVE-2019-0867, CVE-2019-0868, CVE-2019-0871.",6.1,4.3,http://www.securityfocus.com/bid/107754|https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0870,cpe:2.3:o:microsoft:azure_devops_server:2019:*:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2017:3.1:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2018:1.2:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2018:3.2:*:*:*:*:*:*,CWE-79
32,CVE-2019-1003035,"An information exposure vulnerability exists in Jenkins Azure VM Agents Plugin 0.8.0 and earlier in src/main/java/com/microsoft/azure/vmagent/AzureVMAgentTemplate.java, src/main/java/com/microsoft/azure/vmagent/AzureVMCloud.java that allows attackers with Overall/Read permission to perform the 'verify configuration' form validation action, thereby obtaining limited information about the Azure configuration.",4.3,4.0,http://www.securityfocus.com/bid/107476|https://jenkins.io/security/advisory/2019-03-06/#SECURITY-1330,cpe:2.3:a:jenkins:azure_vm_agents:*:*:*:*:*:jenkins:*:*,CWE-200
33,CVE-2020-2119,"Jenkins Azure AD Plugin 1.1.2 and earlier transmits configured credentials in plain text as part of the global Jenkins configuration form, potentially resulting in their exposure.",5.3,5.0,http://www.openwall.com/lists/oss-security/2020/02/12/3|https://jenkins.io/security/advisory/2020-02-12/#SECURITY-1717,cpe:2.3:a:jenkins:azure_ad:*:*:*:*:*:jenkins:*:*,CWE-522
34,CVE-2011-1068,"Microsoft Windows Azure Software Development Kit (SDK) 1.3.x before 1.3.20121.1237, when Full IIS and a Web Role are used with an ASP.NET application, does not properly support the use of cookies for maintaining state, which allows remote attackers to obtain potentially sensitive information by reading an encrypted cookie and performing unspecified other steps.",,2.6,http://blogs.msdn.com/b/windowsazure/archive/2011/02/03/windows-azure-software-development-kit-sdk-refresh-released.aspx|http://secunia.com/advisories/43237,cpe:2.3:a:microsoft:windows_azure_sdk:1.3:*:*:*:*:*:*:*,CWE-20
35,CVE-2020-5576,"Cross-site request forgery (CSRF) vulnerability in Movable Type series (Movable Type 7 r.4606 (7.2.1) and earlier (Movable Type 7), Movable Type Advanced 7 r.4606 (7.2.1) and earlier (Movable Type Advanced 7), Movable Type for AWS 7 r.4606 (7.2.1) and earlier (Movable Type for AWS 7), Movable Type 6.5.3 and earlier (Movable Type 6.5), Movable Type Advanced 6.5.3 and earlier (Movable Type Advanced 6.5), Movable Type 6.3.11 and earlier (Movable Type 6.3), Movable Type Advanced 6.3.11 and earlier (Movable Type 6.3), Movable Type Premium 1.29 and earlier, and Movable Type Premium Advanced 1.29 and earlier) allows remote attackers to hijack the authentication of administrators via unspecified vectors.",8.8,6.8,https://jvn.jp/en/jp/JVN28806943/index.html|https://movabletype.org/news/2020/05/mt-730-660-6312-released.html,cpe:2.3:a:sixapart:movable_type:*:*:*:*:advanced:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:premium:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:-:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:advanced:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:-:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:advanced:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:*:aws:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:-:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:advanced:*:*:*,CWE-352
36,CVE-2018-16601,"An issue was discovered in Amazon Web Services (AWS) FreeRTOS through 1.3.1, FreeRTOS up to V10.0.1 (with FreeRTOS+TCP), and WITTENSTEIN WHIS Connect middleware TCP/IP component. A crafted IP header triggers a full memory space copy in prvProcessIPPacket, leading to denial of service and possibly remote code execution.",8.1,6.8,https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-details/|https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-put-wide-range-devices-risk-compromise-smart-homes-critical-infrastructure-systems/|https://github.com/aws/amazon-freertos/blob/v1.3.2/CHANGELOG.md,cpe:2.3:a:amazon:amazon_web_services_freertos:*:*:*:*:*:*:*:*|cpe:2.3:a:amazon:freertos:*:*:*:*:*:*:*:*,CWE-191
37,CVE-2017-14706,"DenyAll WAF before 6.4.1 allows unauthenticated remote attackers to obtain authentication information by making a typeOf=debug request to /webservices/download/index.php, and then reading the iToken field in the reply. This affects DenyAll i-Suite LTS 5.5.0 through 5.5.12, i-Suite 5.6, Web Application Firewall 5.7, and Web Application Firewall 6.x before 6.4.1, with On Premises or AWS/Azure cloud deployments.",9.8,7.5,https://github.com/rapid7/metasploit-framework/pull/8980|https://pentest.blog/advisory-denyall-web-application-firewall-unauthenticated-remote-code-execution/|https://www.denyall.com/blog/advisories/advisory-unauthenticated-remote-code-execution-denyall-web-application-firewall/,cpe:2.3:a:denyall:i-suite:5.5.0:*:*:*:lts:*:*:*|cpe:2.3:a:denyall:i-suite:5.5.9:*:*:*:lts:*:*:*|cpe:2.3:a:denyall:i-suite:5.5.10:*:*:*:lts:*:*:*|cpe:2.3:a:denyall:i-suite:5.5.11:*:*:*:lts:*:*:*|cpe:2.3:a:denyall:i-suite:5.5.12:*:*:*:lts:*:*:*|cpe:2.3:a:denyall:i-suite:5.6.0:*:*:*:lts:*:*:*|cpe:2.3:a:denyall:web_application_firewall:5.7.0:*:*:*:*:*:*:*|cpe:2.3:a:denyall:web_application_firewall:6.0.0:*:*:*:*:*:*:*|cpe:2.3:a:denyall:web_application_firewall:6.1.0:*:*:*:*:*:*:*|cpe:2.3:a:denyall:web_application_firewall:6.2.0:*:*:*:*:*:*:*|cpe:2.3:a:denyall:web_application_firewall:6.3.0:*:*:*:*:*:*:*|cpe:2.3:a:denyall:web_application_firewall:6.4.0:*:*:*:*:*:*:*,CWE-287
38,CVE-2019-0971,"An information disclosure vulnerability exists when Azure DevOps Server and Microsoft Team Foundation Server do not properly sanitize a specially crafted authentication request to an affected server, aka 'Azure DevOps Server and Team Foundation Server Information Disclosure Vulnerability'.",6.5,9.0,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0971,cpe:2.3:a:microsoft:team_foundation_server:2018:3.2:*:*:*:*:*:*|cpe:2.3:o:microsoft:azure_devops_server:2019:*:*:*:*:*:*:*,CWE-200
39,CVE-2019-18191,A privilege escalation vulnerability in the Trend Micro Deep Security as a Service Quick Setup cloud formation template could allow an authenticated entity with certain unrestricted AWS execution privileges to escalate to full privileges within the target AWS account.,8.8,6.5,https://success.trendmicro.com/solution/000157758,cpe:2.3:a:trendmicro:deep_security_as_a_service:-:*:*:*:*:*:*:*,CWE-863
40,CVE-2019-17337,"The Spotfire library component of TIBCO Software Inc.'s TIBCO Spotfire Analytics Platform for AWS Marketplace and TIBCO Spotfire Server contains a vulnerability that theoretically allows an attacker to perform a reflected cross-site scripting (XSS) attack. Affected releases are TIBCO Software Inc.'s TIBCO Spotfire Analytics Platform for AWS Marketplace: version 10.6.0 and TIBCO Spotfire Server: versions 7.11.7 and below, versions 7.12.0, 7.13.0, 7.14.0, 10.0.0, 10.0.1, 10.1.0, 10.2.0, 10.2.1, 10.3.0, 10.3.1, 10.3.2, 10.3.3, and 10.3.4, versions 10.4.0, 10.5.0, and 10.6.0.",5.4,4.3,http://www.tibco.com/services/support/advisories|https://www.tibco.com/support/advisories/2019/12/tibco-security-advisory-december-17-2019-tibco-spotfire-2019-17337,cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:10.6.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.12.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.13.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.14.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.0.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.0.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.1.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.2.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.2.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.3.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.3.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.3.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.3.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.3.4:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.5.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.6.0:*:*:*:*:*:*:*,CWE-79
41,CVE-2018-8119,"A spoofing vulnerability exists when the Azure IoT Device Provisioning AMQP Transport library improperly validates certificates over the AMQP protocol, aka ""Azure IoT SDK Spoofing Vulnerability."" This affects C# SDK, C SDK, Java SDK.",5.6,6.8,http://www.securityfocus.com/bid/104070|https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8119|https://tools.cisco.com/security/center/viewAlert.x?alertId=57754&vs_f=Alert%20RSS&vs_cat=Security%20Intelligence&vs_type=RSS&vs_p=Microsoft%20Azure%20IoT%20SDK%20AMQP%20Transport%20Library%20Spoofing%20Vulnerability&vs_k=1,cpe:2.3:a:microsoft:c_software_development_kit:*:*:*:*:*:azure_internet_of_things:*:*|cpe:2.3:a:microsoft:csharp_software_development_kit:*:*:*:*:*:azure_internet_of_things:*:*|cpe:2.3:a:microsoft:java_software_development_kit:*:*:*:*:*:azure_internet_of_things:*:*,CWE-295
42,CVE-2017-6131,"In some circumstances, an F5 BIG-IP version 12.0.0 to 12.1.2 and 13.0.0 Azure cloud instance may contain a default administrative password which could be used to remotely log into the BIG-IP system. The impacted administrative account is the Azure instance administrative user that was created at deployment. The root and admin accounts are not vulnerable. An attacker may be able to remotely access the BIG-IP host via SSH.",9.8,7.5,http://www.securitytracker.com/id/1038569|https://support.f5.com/csp/article/K61757346,cpe:2.3:a:f5:big-ip_local_traffic_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:12.1.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:12.1.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:12.1.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:13.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:12.1.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:12.1.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:12.1.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:13.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:12.1.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:12.1.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:12.1.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:13.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:12.1.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:12.1.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:12.1.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:13.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:12.1.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:12.1.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:12.1.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:13.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:12.1.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:12.1.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:12.1.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:13.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:12.1.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:12.1.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:12.1.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:13.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:12.1.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:12.1.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:12.1.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:13.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_websafe:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_websafe:12.1.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_websafe:12.1.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_websafe:12.1.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_websafe:13.0.0:*:*:*:*:*:*:*,CWE-798
43,CVE-2020-2091,A missing permission check in Jenkins Amazon EC2 Plugin 1.47 and earlier allows attackers with Overall/Read permission to connect to an attacker-specified URL within the AWS region using attacker-specified credentials IDs obtained through another method.,8.1,5.5,https://jenkins.io/security/advisory/2020-01-15/#SECURITY-1004,cpe:2.3:a:jenkins:amazon_ec2:*:*:*:*:*:jenkins:*:*,CWE-276
44,CVE-2018-1000401,Jenkins project Jenkins AWS CodePipeline Plugin version 0.36 and earlier contains a Insufficiently Protected Credentials vulnerability in AWSCodePipelineSCM.java that can result in Credentials Disclosure. This attack appear to be exploitable via local file access. This vulnerability appears to have been fixed in 0.37 and later.,7.8,2.1,https://jenkins.io/security/advisory/2018-06-25/#SECURITY-967,cpe:2.3:a:jenkins:aws_codepipeline:*:*:*:*:*:jenkins:*:*,CWE-522
45,CVE-2012-1035,"AdaCore Ada Web Services (AWS) before 2.10.2 computes hash values for form parameters without restricting the ability to trigger hash collisions predictably, which allows remote attackers to cause a denial of service (CPU consumption) by sending many crafted parameters.",,5.0,http://archives.neohapsis.com/archives/bugtraq/2012-01/0169.html|http://www.adacore.com/2012/01/27/security-advisory-sa-2012-l119-003-hash-collisions-in-aws/|http://www.nruns.com/_downloads/advisory28122011.pdf|http://www.ocert.org/advisories/ocert-2011-003.html,cpe:2.3:a:adacore:ada_web_services:2.10.0:*:*:*:*:*:*:*|cpe:2.3:a:adacore:ada_web_services:*:*:*:*:*:*:*:*,CWE-20
46,CVE-2019-11211,"The server component of TIBCO Software Inc.'s TIBCO Enterprise Runtime for R - Server Edition, and TIBCO Spotfire Analytics Platform for AWS Marketplace contains a vulnerability that theoretically allows an authenticated user to trigger remote code execution in certain circumstances. When the affected component runs with the containerized TERR service on Linux the host can theoretically be tricked into running malicious code. This issue affects: TIBCO Enterprise Runtime for R - Server Edition version 1.2.0 and below, and TIBCO Spotfire Analytics Platform for AWS Marketplace 10.4.0; 10.5.0.",9.9,9.0,http://www.tibco.com/services/support/advisories|https://www.tibco.com/support/advisories/2019/09/tibco-security-advisory-september-17-2019-tibco-enterprise-runtime-for-r-server-2019-11211,cpe:2.3:a:tibco:enterprise_runtime_for_r:*:*:*:*:server:*:*:*|cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:10.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:10.5.0:*:*:*:*:*:*:*,CWE-20
47,CVE-2017-9450,The Amazon Web Services (AWS) CloudFormation bootstrap tools package (aka aws-cfn-bootstrap) before 1.4-19.10 allows local users to execute arbitrary code with root privileges by leveraging the ability to create files in an unspecified directory.,7.8,7.2,http://www.securityfocus.com/bid/99972|https://alas.aws.amazon.com/ALAS-2017-861.html|https://sintonen.fi/advisories/aws-cfn-bootstrap-local-code-execution-as-root.txt,cpe:2.3:a:amazon:amazon_web_services_cloudformation_bootstrap:*:*:*:*:*:*:*:*,CWE-269
48,CVE-2015-5712,"Spotfire Parsing Library and Spotfire Security Filter in TIBCO Spotfire Server 5.5.x before 5.5.4, 6.0.x before 6.0.5, 6.5.x before 6.5.4, and 7.0.x before 7.0.1 and Spotfire Analytics Platform before 7.0.2 for AWS Marketplace allow remote authenticated users to obtain sensitive system information by visiting an unspecified URL.",,4.0,http://www.securitytracker.com/id/1034011|http://www.tibco.com/assets/blt3a3a55ab42f2f5cd/2015-004-advisory.txt|http://www.tibco.com/mk/advisory.jsp,cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.0.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.0.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.0.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.5.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.5.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.5.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.5.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.4:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.5.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.5.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.5.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.5.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.0.0:*:*:*:*:*:*:*,CWE-200
